state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
SANTA CATARINA,BOM JARDIM DA SERRA,3153,2344,411,316,78,4,0
SANTA CATARINA,BOM JESUS,2661,1808,407,199,241,6,0
SANTA CATARINA,BOM JESUS DO OESTE,1830,1275,360,128,63,4,0
SANTA CATARINA,BOM RETIRO,7449,5410,1282,433,305,19,0
SANTA CATARINA,BOMBINHAS,24367,16552,6460,547,786,22,0
SANTA CATARINA,BOTUVERA,5858,3419,1550,460,419,10,0
SANTA CATARINA,BRACO DO NORTE,36569,24783,7895,2170,1631,90,0
SANTA CATARINA,BRACO DO TROMBUDO,3632,2428,781,207,205,11,0
SANTA CATARINA,BRUNOPOLIS,1914,1344,375,157,37,1,0
SANTA CATARINA,BRUSQUE,137511,94657,32889,5158,4388,419,0
SANTA CATARINA,CACADOR,66714,50446,9044,4104,2888,232,0
SANTA CATARINA,CAIBI,6780,3848,1085,806,1036,5,0
SANTA CATARINA,CALMON,2138,1612,352,118,53,3,0
SANTA CATARINA,CAMBORIU,88779,48339,36064,2005,2239,132,0
SANTA CATARINA,CAMPO ALEGRE,11841,7732,2424,872,776,37,0
SANTA CATARINA,CAMPO BELO DO SUL,5023,3962,509,403,138,11,0
SANTA CATARINA,CAMPO ERE,9175,6607,1616,616,324,12,0
SANTA CATARINA,CAMPOS NOVOS,32942,25179,3819,2207,1653,84,0
SANTA CATARINA,CANELINHA,10732,6257,3323,732,385,35,0
SANTA CATARINA,CANOINHAS,48853,34271,9701,2325,2450,106,0
SANTA CATARINA,CAPAO ALTO,1899,1466,184,165,77,7,0
SANTA CATARINA,CAPINZAL,23425,15772,5715,1064,811,63,0
SANTA CATARINA,CAPIVARI DE BAIXO,22885,14150,6627,928,1109,71,0
SANTA CATARINA,CATANDUVAS,10017,7262,991,838,906,20,0
SANTA CATARINA,CAXAMBU DO SUL,3655,2328,982,217,127,1,0
SANTA CATARINA,CELSO RAMOS,2587,1716,474,216,181,0,0
SANTA CATARINA,CERRO NEGRO,2328,1807,315,150,51,5,0
SANTA CATARINA,CHAPADAO DO LAGEADO,2840,1747,818,139,127,9,0
SANTA CATARINA,CHAPECO,245461,167198,53225,12299,12447,292,0
SANTA CATARINA,COCAL DO SUL,16724,11668,3518,633,853,52,0
SANTA CATARINA,CONCORDIA,86999,53990,19017,7460,6271,261,0
SANTA CATARINA,CORDILHEIRA ALTA,5075,3142,890,675,364,4,0
SANTA CATARINA,CORONEL FREITAS,9016,6102,1931,592,381,10,0
SANTA CATARINA,CORONEL MARTINS,1834,1306,412,90,25,1,0
SANTA CATARINA,CORREIA PINTO,13393,10135,1637,885,694,42,0
SANTA CATARINA,CORUPA,14170,9124,3774,655,570,47,0
SANTA CATARINA,CRICIUMA,195804,142587,36269,7501,8717,730,0
SANTA CATARINA,CUNHA PORA,11045,7343,2208,811,659,24,0
SANTA CATARINA,CUNHATAI,1757,1184,419,102,48,4,0
SANTA CATARINA,CURITIBANOS,36528,28611,4907,1884,1039,87,0
SANTA CATARINA,DESCANSO,8623,5552,1801,653,608,9,0
SANTA CATARINA,DIONISIO CERQUEIRA,12521,9044,1872,809,788,8,0
SANTA CATARINA,DONA EMMA,3878,2590,894,228,153,13,0
SANTA CATARINA,DOUTOR PEDRINHO,3469,2234,827,212,178,18,0
SANTA CATARINA,ENTRE RIOS,2342,1479,754,80,25,4,0
SANTA CATARINA,ERMO,3899,1603,751,444,1097,4,0
SANTA CATARINA,ERVAL VELHO,4303,2925,881,320,171,6,0
SANTA CATARINA,FAXINAL DOS GUEDES,10336,7303,1582,920,502,29,0
SANTA CATARINA,FLOR DO SERTAO,1486,968,395,74,46,3,0
SANTA CATARINA,FLORIANOPOLIS,441110,331953,85433,10188,11974,1562,0
SANTA CATARINA,FORMOSA DO SUL,2275,1478,481,196,120,0,0
SANTA CATARINA,FORQUILHINHA,28405,18225,7671,1049,1351,109,0
SANTA CATARINA,FRAIBURGO,30931,24206,3916,1837,885,87,0
SANTA CATARINA,FREI ROGERIO,2120,1463,450,174,29,4,0
SANTA CATARINA,GALVAO,2639,1930,444,197,61,7,0
SANTA CATARINA,GAROPABA,27366,18800,6928,653,954,31,0
SANTA CATARINA,GARUVA,16244,10462,2630,1470,1657,25,0
SANTA CATARINA,GASPAR,60249,41790,13286,2678,2286,209,0
SANTA CATARINA,GOVERNADOR CELSO RAMOS,12588,8287,3395,402,484,20,0
SANTA CATARINA,GRAO PARA,6383,4340,1321,478,235,9,0
SANTA CATARINA,GRAVATAL,12194,7480,3437,651,604,22,0
SANTA CATARINA,GUABIRUBA,21881,14827,5951,592,453,58,0
SANTA CATARINA,GUARACIABA,9535,6901,1556,619,448,11,0
SANTA CATARINA,GUARAMIRIM,40828,27048,9216,2141,2316,107,0
SANTA CATARINA,GUARUJA DO SUL,4556,3034,897,374,245,6,0
SANTA CATARINA,GUATAMBU,6884,4423,1902,305,250,4,0
SANTA CATARINA,HERVAL D'OESTE,18280,12079,5155,636,346,64,0
SANTA CATARINA,IBIAM,1849,1194,396,179,76,4,0
SANTA CATARINA,IBICARE,3588,2246,663,409,267,3,0
SANTA CATARINA,IBIRAMA,19193,12955,4302,956,908,72,0
SANTA CATARINA,ICARA,63009,41230,12862,4039,4671,207,0
SANTA CATARINA,ILHOTA,15644,9575,3781,915,1341,32,0
SANTA CATARINA,IMARUI,8843,5248,2939,366,275,15,0
SANTA CATARINA,IMBITUBA,48110,31164,12068,1860,2933,85,0
SANTA CATARINA,IMBUIA,6421,4265,1286,452,388,30,0
SANTA CATARINA,INDAIAL,65413,45995,14025,2693,2481,219,0
SANTA CATARINA,IOMERE,2803,1920,435,306,137,5,0
SANTA CATARINA,IPIRA,4386,3020,999,237,123,7,0
SANTA CATARINA,IPORA DO OESTE,9383,5744,2102,835,689,13,0
SANTA CATARINA,IPUACU,4476,3028,982,291,169,6,0
SANTA CATARINA,IPUMIRIM,6549,4289,1428,470,338,24,0
SANTA CATARINA,IRACEMINHA,3587,2468,709,234,165,11,0
SANTA CATARINA,IRANI,8972,6484,963,987,518,20,0
SANTA CATARINA,IRATI,1799,1139,478,116,66,0,0
SANTA CATARINA,IRINEOPOLIS,8603,5985,1839,462,304,13,0
SANTA CATARINA,ITA,6047,4304,1192,268,273,10,0
SANTA CATARINA,ITAIOPOLIS,19320,13121,4416,1154,582,47,0
SANTA CATARINA,ITAJAI,242111,138151,70944,14116,17548,1352,0
SANTA CATARINA,ITAPEMA,69802,47604,18527,1545,2077,49,0
SANTA CATARINA,ITAPIRANGA,16201,9895,4767,867,649,23,0
SANTA CATARINA,ITAPOA,23343,15826,4667,1108,1734,8,0
SANTA CATARINA,ITUPORANGA,28057,19339,4720,1865,2039,94,0
SANTA CATARINA,JABORA,3565,2557,489,339,166,14,0
SANTA CATARINA,JACINTO MACHADO,10559,6142,3056,774,578,9,0
SANTA CATARINA,JAGUARUNA,20660,13417,4628,1143,1434,38,0
SANTA CATARINA,JARAGUA DO SUL,151102,109217,30846,5023,5171,845,0
SANTA CATARINA,JARDINOPOLIS,1628,1178,334,69,47,0,0
SANTA CATARINA,JOACABA,29127,20559,6239,1324,904,101,0
SANTA CATARINA,JOINVILLE,526468,387228,93687,17989,26326,1238,0
SANTA CATARINA,JOSE BOITEUX,4343,2875,993,274,189,12,0
SANTA CATARINA,JUPIA,2046,1382,474,118,70,2,0
SANTA CATARINA,LACERDOPOLIS,2292,1442,372,289,184,5,0
SANTA CATARINA,LAGEADO GRANDE,1394,933,288,82,90,1,0
SANTA CATARINA,LAGES,143512,108700,21631,6549,6154,478,0
SANTA CATARINA,LAGUNA,34705,23091,9528,981,1009,96,0
SANTA CATARINA,LAURENTINO,7252,4859,1554,445,374,20,0
SANTA CATARINA,LAURO MULLER,16338,9624,3606,890,2176,42,0
SANTA CATARINA,LEBON REGIS,8513,6694,1022,567,215,15,0
SANTA CATARINA,LEOBERTO LEAL,3097,1883,892,203,113,6,0
SANTA CATARINA,LINDOIA DO SUL,3702,2509,772,293,116,12,0
SANTA CATARINA,LONTRAS,11767,7928,2566,654,595,24,0
SANTA CATARINA,LUIZ ALVES,13299,8486,3476,752,575,10,0
SANTA CATARINA,LUZERNA,6064,4140,1243,377,286,18,0
SANTA CATARINA,MACIEIRA,1329,981,193,120,33,2,0
SANTA CATARINA,MAFRA,51862,35678,11116,2479,2511,78,0
SANTA CATARINA,MAJOR GERCINO,2808,1709,757,231,101,10,0
SANTA CATARINA,MAJOR VIEIRA,6104,3855,1772,317,152,8,0
SANTA CATARINA,MARACAJA,7579,4573,1865,533,591,17,0
SANTA CATARINA,MARAVILHA,28365,18426,6018,1935,1963,23,0
SANTA CATARINA,MAREMA,1783,1321,276,122,62,2,0
SANTA CATARINA,MASSARANDUBA,15585,9681,4130,1027,719,28,0
SANTA CATARINA,MATOS COSTA,2179,1654,317,121,84,3,0
SANTA CATARINA,MELEIRO,7376,4632,1733,539,467,5,0
SANTA CATARINA,MIRIM DOCE,2263,1469,581,136,71,6,0
SANTA CATARINA,MODELO,3751,2635,711,248,151,6,0
SANTA CATARINA,MONDAI,9922,5640,3118,496,657,11,0
SANTA CATARINA,MONTE CARLO,6616,5168,659,503,270,16,0
SANTA CATARINA,MONTE CASTELO,5956,4274,1061,371,242,8,0
SANTA CATARINA,MORRO DA FUMACA,21921,12422,6960,1402,1054,83,0
SANTA CATARINA,MORRO GRANDE,2916,1694,813,262,145,2,0
SANTA CATARINA,NAVEGANTES,72189,39515,26972,2707,2923,72,0
SANTA CATARINA,NOVA ERECHIM,4287,3047,783,282,174,1,0
SANTA CATARINA,NOVA ITABERABA,4315,2698,1207,254,153,3,0
SANTA CATARINA,NOVA TRENTO,13142,8704,3415,591,400,32,0
SANTA CATARINA,NOVA VENEZA,13129,8507,2944,896,761,21,0
SANTA CATARINA,NOVO HORIZONTE,2026,1417,413,129,64,3,0
SANTA CATARINA,ORLEANS,25878,15196,5340,2057,3248,37,0
SANTA CATARINA,OTACILIO COSTA,16104,11270,1909,1267,1596,62,0
SANTA CATARINA,OURO,6678,4440,1407,487,327,17,0
SANTA CATARINA,OURO VERDE,1888,1216,426,162,83,1,0
SANTA CATARINA,PAIAL,1229,774,324,68,62,1,0
SANTA CATARINA,PAINEL,1404,1113,171,72,45,3,0
SANTA CATARINA,PALHOCA,175350,117039,45728,5697,6528,358,0
SANTA CATARINA,PALMA SOLA,6536,4673,1225,413,218,7,0
SANTA CATARINA,PALMEIRA,2481,1553,325,318,274,11,0
SANTA CATARINA,PALMITOS,17269,9870,3683,1711,1972,33,0
SANTA CATARINA,PAPANDUVA,15867,10747,3528,1030,519,43,0
SANTA CATARINA,PARAISO,3393,2337,822,165,68,1,0
SANTA CATARINA,PASSO DE TORRES,17266,12419,3084,519,1236,8,0
SANTA CATARINA,PASSOS MAIA,3313,2449,482,285,89,8,0
SANTA CATARINA,PAULO LOPES,7942,4797,2040,546,544,15,0
SANTA CATARINA,PEDRAS GRANDES,4618,2451,1538,415,198,16,0
SANTA CATARINA,PENHA,27881,17335,8355,991,1166,34,0
SANTA CATARINA,PERITIBA,2807,1974,452,249,118,14,0
SANTA CATARINA,PESCARIA BRAVA,6663,3841,2133,348,341,0,0
SANTA CATARINA,PETROLANDIA,6068,4012,1355,359,328,14,0
SANTA CATARINA,PINHALZINHO,20754,14590,3701,1339,1109,15,0
SANTA CATARINA,PINHEIRO PRETO,3562,2235,552,546,225,4,0
SANTA CATARINA,PIRATUBA,5666,4003,1175,243,233,12,0
SANTA CATARINA,PLANALTO ALEGRE,2570,1741,612,129,88,0,0
SANTA CATARINA,POMERODE,31500,22588,6473,1229,1068,142,0
SANTA CATARINA,PONTE ALTA,3441,2571,342,310,208,10,0
SANTA CATARINA,PONTE ALTA DO NORTE,2293,1763,202,189,133,6,0
SANTA CATARINA,PONTE SERRADA,9421,7128,901,842,514,36,0
SANTA CATARINA,PORTO BELO,25102,16591,6741,721,1024,25,0
SANTA CATARINA,PORTO UNIAO,34733,25327,6884,1313,1166,43,0
SANTA CATARINA,POUSO REDONDO,15194,10572,2655,1044,880,43,0
SANTA CATARINA,PRAIA GRANDE,9913,5906,3119,437,447,4,0
SANTA CATARINA,PRESIDENTE CASTELO BRANCO,1644,1124,288,151,78,3,0
SANTA CATARINA,PRESIDENTE GETULIO,17089,11401,4132,776,742,38,0
SANTA CATARINA,PRESIDENTE NEREU,1961,1211,611,92,38,9,0
SANTA CATARINA,PRINCESA,2713,1670,762,179,100,2,0
SANTA CATARINA,QUILOMBO,9800,6383,2181,679,542,15,0
SANTA CATARINA,RANCHO QUEIMADO,3372,2186,804,225,153,4,0
SANTA CATARINA,RIO DAS ANTAS,4604,3341,764,337,146,16,0
SANTA CATARINA,RIO DO CAMPO,6078,4253,1267,356,193,9,0
SANTA CATARINA,RIO DO OESTE,6786,4571,1557,356,287,15,0
SANTA CATARINA,RIO DO SUL,65993,48242,11843,2678,2962,268,0
SANTA CATARINA,RIO DOS CEDROS,10636,7162,2519,481,441,33,0
SANTA CATARINA,RIO FORTUNA,5901,3670,1523,478,224,6,0
SANTA CATARINA,RIO NEGRINHO,39208,26231,6716,2530,3566,165,0
SANTA CATARINA,RIO RUFINO,1912,1316,437,118,35,6,0
SANTA CATARINA,RIQUEZA,4329,2751,1140,278,154,6,0
SANTA CATARINA,RODEIO,12313,8545,2373,641,728,26,0
SANTA CATARINA,ROMELANDIA,4126,2629,1186,204,105,2,0
SANTA CATARINA,SALETE,8068,5261,2077,366,347,17,0
SANTA CATARINA,SALTINHO,3031,1926,895,147,61,2,0
SANTA CATARINA,SALTO VELOSO,3977,2862,661,309,141,4,0
SANTA CATARINA,SANGAO,13080,7051,3611,1272,1116,30,0
SANTA CATARINA,SANTA CECILIA,13222,10060,1300,934,899,29,0
SANTA CATARINA,SANTA HELENA,2266,1463,618,127,58,0,0
SANTA CATARINA,SANTA ROSA DE LIMA,2568,1449,827,212,76,4,0
SANTA CATARINA,SANTA ROSA DO SUL,9125,5617,2050,593,857,8,0
SANTA CATARINA,SANTA TEREZINHA,6019,4041,1519,336,115,8,0
SANTA CATARINA,SANTA TEREZINHA DO PROGRESSO,1985,1206,588,136,53,2,0
SANTA CATARINA,SANTIAGO DO SUL,1290,810,317,109,52,2,0
SANTA CATARINA,SANTO AMARO DA IMPERATRIZ,25845,17030,6412,1217,1126,60,0
SANTA CATARINA,SAO BENTO DO SUL,74549,55054,13041,3033,3155,266,0
SANTA CATARINA,SAO BERNARDINO,2066,1355,530,135,45,1,0
SANTA CATARINA,SAO BONIFACIO,3087,1896,849,246,91,5,0
SANTA CATARINA,SAO CARLOS,9642,6531,2229,451,416,15,0
SANTA CATARINA,SAO CRISTOVAO DO SUL,3512,2725,266,320,191,10,0
SANTA CATARINA,SAO DOMINGOS,8580,5937,1415,736,482,10,0
SANTA CATARINA,SAO FRANCISCO DO SUL,41473,26298,10066,2055,2936,118,0
SANTA CATARINA,SAO JOAO BATISTA,30199,19317,8927,1077,827,51,0
SANTA CATARINA,SAO JOAO DO ITAPERIU,4385,2455,1130,476,312,12,0
SANTA CATARINA,SAO JOAO DO OESTE,6192,3971,1512,420,284,5,0
SANTA CATARINA,SAO JOAO DO SUL,9195,5540,2662,410,579,4,0
SANTA CATARINA,SAO JOAQUIM,22261,17418,2253,2007,551,32,0
SANTA CATARINA,SAO JOSE,221156,154319,53431,5808,6907,691,0
SANTA CATARINA,SAO JOSE DO CEDRO,13319,8806,2843,937,706,27,0
SANTA CATARINA,SAO JOSE DO CERRITO,5822,4278,850,464,222,8,0
SANTA CATARINA,SAO LOURENCO D'OESTE,26463,18286,4860,1820,1464,33,0
SANTA CATARINA,SAO LUDGERO,13587,8816,3263,971,516,21,0
SANTA CATARINA,SAO MARTINHO,3777,2354,938,287,195,3,0
SANTA CATARINA,SAO MIGUEL D'OESTE,45829,31568,9381,2262,2567,51,0
SANTA CATARINA,SAO MIGUEL DA BOA VISTA,1507,963,406,73,64,1,0
SANTA CATARINA,SAO PEDRO DE ALCANTARA,3794,2516,915,216,144,3,0
SANTA CATARINA,SAUDADES,8524,5719,2020,519,259,7,0
SANTA CATARINA,SCHROEDER,15391,10337,3737,566,718,33,0
SANTA CATARINA,SEARA,16985,11721,3230,1197,796,41,0
SANTA CATARINA,SERRA ALTA,2826,1939,577,179,128,3,0
SANTA CATARINA,SIDEROPOLIS,12195,8142,2294,851,874,34,0
SANTA CATARINA,SOMBRIO,31019,20830,6079,1893,2175,42,0
SANTA CATARINA,SUL BRASIL,2326,1520,613,134,56,3,0
SANTA CATARINA,TAIO,18620,12452,4248,1088,784,48,0
SANTA CATARINA,TANGARA,7666,5251,1315,797,284,19,0
SANTA CATARINA,TIGRINHOS,1978,1232,594,98,54,0,0
SANTA CATARINA,TIJUCAS,49200,29261,13244,3073,3545,77,0
SANTA CATARINA,TIMBE DO SUL,5001,2989,1528,299,179,6,0
SANTA CATARINA,TIMBO,39996,29000,7851,1262,1703,180,0
SANTA CATARINA,TIMBO GRANDE,5077,3604,1017,322,128,6,0
SANTA CATARINA,TRES BARRAS,15227,10060,2967,802,1357,41,0
SANTA CATARINA,TREVISO,3423,2242,847,164,168,2,0
SANTA CATARINA,TREZE DE MAIO,8804,4665,2719,828,553,39,0
SANTA CATARINA,TREZE TILIAS,8940,6116,1225,964,626,9,0
SANTA CATARINA,TROMBUDO CENTRAL,6803,4757,1250,399,362,35,0
SANTA CATARINA,TUBARAO,115884,72438,31088,5824,6162,372,0
SANTA CATARINA,TUNAPOLIS,4570,2895,1244,269,161,1,0
SANTA CATARINA,TURVO,13598,8666,2896,1062,961,13,0
SANTA CATARINA,UNIAO DO OESTE,2620,1746,667,129,73,5,0
SANTA CATARINA,URUBICI,10158,7007,2095,544,487,25,0
SANTA CATARINA,URUPEMA,1684,1303,193,137,50,1,0
SANTA CATARINA,URUSSANGA,21519,13982,5525,965,976,71,0
SANTA CATARINA,VARGEAO,3119,2206,414,300,195,4,0
SANTA CATARINA,VARGEM,1951,1438,328,118,63,4,0
SANTA CATARINA,VARGEM BONITA,3963,3062,384,331,177,9,0
SANTA CATARINA,VIDAL RAMOS,5930,3800,1626,307,178,19,0
SANTA CATARINA,VIDEIRA,55706,37041,11699,4179,2664,123,0
SANTA CATARINA,VITOR MEIRELES,4282,2839,1150,160,119,14,0
SANTA CATARINA,WITMARSUM,3912,2574,814,260,251,13,0
SANTA CATARINA,XANXERE,49420,34572,8586,3001,3135,126,0
SANTA CATARINA,XAVANTINA,2985,2050,490,325,112,8,0
SANTA CATARINA,XAXIM,29756,18885,5162,2753,2880,76,0
SANTA CATARINA,ZORTEA,2272,1706,408,94,58,6,0
SAO PAULO,ADAMANTINA,31983,20813,7997,1293,1798,82,0
SAO PAULO,ADOLFO,3125,2107,556,150,306,6,0
SAO PAULO,AGUAI,27180,16837,7679,1760,863,41,0
SAO PAULO,AGUAS DA PRATA,5880,4295,1204,249,122,10,0
SAO PAULO,AGUAS DE LINDOIA,17814,11879,5095,576,254,10,0
SAO PAULO,AGUAS DE SANTA BARBARA,5647,4174,815,338,315,5,0
SAO PAULO,AGUAS DE SAO PEDRO,3244,2531,504,64,132,13,0
SAO PAULO,AGUDOS,27997,19116,6138,1506,1188,49,0
SAO PAULO,ALAMBARI,3779,2353,1103,212,110,1,0
SAO PAULO,ALFREDO MARCONDES,3160,2291,592,142,130,5,0
SAO PAULO,ALTAIR,2148,1630,253,153,111,1,0
SAO PAULO,ALTINOPOLIS,12236,9578,1205,842,580,31,0
SAO PAULO,ALTO ALEGRE,3076,1967,556,270,280,3,0
SAO PAULO,ALUMINIO,11353,8667,1940,518,206,22,0
SAO PAULO,ALVARES FLORENCE,2634,1814,497,154,165,4,0
SAO PAULO,ALVARES MACHADO,20388,13220,5645,751,719,53,0
SAO PAULO,ALVARO DE CARVALHO,1745,1332,278,89,43,3,0
SAO PAULO,ALVINLANDIA,1898,1426,297,96,76,3,0
SAO PAULO,AMERICANA,212465,159014,42084,5894,4903,570,0
SAO PAULO,AMERICO BRASILIENSE,29288,18314,7369,1777,1786,42,0
SAO PAULO,AMERICO DE CAMPOS,4656,3299,858,245,243,11,0
SAO PAULO,AMPARO,64089,41275,19119,2298,1199,198,0
SAO PAULO,ANALANDIA,3465,2503,526,254,178,4,0
SAO PAULO,ANDRADINA,54587,31106,18737,2111,2581,52,0
SAO PAULO,ANGATUBA,17061,11248,4196,903,656,58,0
SAO PAULO,ANHEMBI,3222,2480,401,195,139,7,0
SAO PAULO,ANHUMAS,2610,1852,508,139,110,1,0
SAO PAULO,APARECIDA,24540,16771,5971,1285,450,63,0
SAO PAULO,APARECIDA D'OESTE,3824,2614,781,192,226,11,0
SAO PAULO,APIAI,15536,9811,4312,928,466,19,0
SAO PAULO,ARACARIGUAMA,15813,11020,3029,986,771,7,0
SAO PAULO,ARACATUBA,199327,112979,70569,6631,8677,471,0
SAO PAULO,ARACOIABA DA SERRA,29553,20628,7020,1036,826,43,0
SAO PAULO,ARAMINA,3703,2845,346,245,259,8,0
SAO PAULO,ARANDU,3855,2831,704,171,141,8,0
SAO PAULO,ARAPEI,1322,953,265,77,27,0,0
SAO PAULO,ARARAQUARA,214548,145376,53767,7507,7584,314,0
SAO PAULO,ARARAS,121134,77470,36475,4182,2701,306,0
SAO PAULO,ARCO-IRIS,1247,804,266,122,55,0,0
SAO PAULO,AREALVA,5710,3990,1092,356,262,10,0
SAO PAULO,AREIAS,2023,1460,444,74,45,0,0
SAO PAULO,AREIOPOLIS,6697,4853,1096,419,316,13,0
SAO PAULO,ARIRANHA,6847,4540,1044,590,656,17,0
SAO PAULO,ARTUR NOGUEIRA,48600,33149,12124,1917,1329,81,0
SAO PAULO,ARUJA,71191,53991,10581,4577,1813,229,0
SAO PAULO,ASPASIA,1434,951,321,42,114,6,0
SAO PAULO,ASSIS,95209,57759,28228,4184,4871,167,0
SAO PAULO,ATIBAIA,149540,104205,35201,5146,4871,117,0
SAO PAULO,AURIFLAMA,13444,8503,3574,634,708,25,0
SAO PAULO,AVAI,2731,1939,360,228,198,6,0
SAO PAULO,AVANHANDAVA,7464,4694,1791,431,540,8,0
SAO PAULO,AVARE,78122,53359,19148,2516,2926,173,0
SAO PAULO,BADY BASSITT,21374,14987,4213,894,1275,5,0
SAO PAULO,BALBINOS,912,691,144,46,30,1,0
SAO PAULO,BALSAMO,8217,5667,1613,407,525,5,0
SAO PAULO,BANANAL,5388,3939,1037,289,113,10,0
SAO PAULO,BARAO DE ANTONINA,1804,1267,384,76,73,4,0
SAO PAULO,BARBOSA,3961,2565,952,219,218,7,0
SAO PAULO,BARIRI,29542,19182,7490,1481,1206,183,0
SAO PAULO,BARRA BONITA,32596,22505,7105,1575,1307,104,0
SAO PAULO,BARRA DO CHAPEU,3259,1837,1218,154,48,2,0
SAO PAULO,BARRA DO TURVO,2537,1559,608,260,108,2,0
SAO PAULO,BARRETOS,116635,70282,38464,4116,3599,174,0
SAO PAULO,BARRINHA,20738,13459,5389,1179,668,43,0
SAO PAULO,BARUERI,232590,170078,42817,12499,6643,553,0
SAO PAULO,BASTOS,20561,12239,5762,1541,984,35,0
SAO PAULO,BATATAIS,50783,35187,11086,2060,2116,334,0
SAO PAULO,BAURU,322369,231618,68165,9955,10940,1691,0
SAO PAULO,BEBEDOURO,77565,46169,23509,3723,4043,121,0
SAO PAULO,BENTO DE ABREU,1771,1191,373,96,98,13,0
SAO PAULO,BERNARDINO DE CAMPOS,8780,6359,1378,597,418,28,0
SAO PAULO,BERTIOGA,38735,25262,11290,927,1241,15,0
SAO PAULO,BILAC,6696,4337,1766,286,292,15,0
SAO PAULO,BIRIGUI,117743,63340,47319,3000,3721,363,0
SAO PAULO,BIRITIBA-MIRIM,17967,13801,2783,1125,248,9,1
SAO PAULO,BOA ESPERANCA DO SUL,9323,7114,1161,660,363,25,0
SAO PAULO,BOCAINA,8751,6264,1781,336,350,20,0
SAO PAULO,BOFETE,7395,5558,1123,445,246,23,0
SAO PAULO,BOITUVA,60393,42037,10678,3849,3780,49,0
SAO PAULO,BOM JESUS DOS PERDOES,20729,14770,4623,958,370,8,0
SAO PAULO,BOM SUCESSO DE ITARARE,2372,1473,482,214,203,0,0
SAO PAULO,BORA,723,409,118,67,129,0,0
SAO PAULO,BORACEIA,3477,2350,483,406,231,7,0
SAO PAULO,BORBOREMA,13392,8906,2554,892,1014,26,0
SAO PAULO,BOREBI,1713,1211,348,82,69,3,0
SAO PAULO,BOTUCATU,125106,90694,26454,3640,4090,228,0
SAO PAULO,BRAGANCA PAULISTA,162526,111203,42970,5242,2903,208,0
SAO PAULO,BRAUNA,3847,2616,694,294,237,6,0
SAO PAULO,BREJO ALEGRE,1872,995,382,212,283,0,0
SAO PAULO,BRODOWSKI,20231,15108,3233,1085,757,48,0
SAO PAULO,BROTAS,20619,14523,3724,1171,1147,54,0
SAO PAULO,BURI,13439,8735,3113,983,592,15,1
SAO PAULO,BURITAMA,14516,8430,4508,622,935,21,0
SAO PAULO,BURITIZAL,3762,2424,574,320,438,6,0
SAO PAULO,CABRALIA PAULISTA,3282,2242,535,290,202,13,0
SAO PAULO,CABREUVA,37779,26671,8569,1731,764,44,0
SAO PAULO,CACAPAVA,69789,50477,15109,2410,1704,89,0
SAO PAULO,CACHOEIRA PAULISTA,19282,13738,4467,636,392,49,0
SAO PAULO,CACONDE,13448,10541,2153,540,198,16,0
SAO PAULO,CAFELANDIA,12623,8712,2378,663,833,37,0
SAO PAULO,CAIABU,2529,1916,422,110,79,2,0
SAO PAULO,CAIEIRAS,59993,46363,10194,2491,912,33,0
SAO PAULO,CAIUA,2410,1543,595,131,136,5,0
SAO PAULO,CAJAMAR,63368,46543,11302,3779,1703,41,0
SAO PAULO,CAJATI,19742,11464,5959,1415,895,9,0
SAO PAULO,CAJOBI,6803,5079,911,477,333,3,0
SAO PAULO,CAJURU,19677,14200,3740,864,807,66,0
SAO PAULO,CAMPINA DO MONTE ALEGRE,3878,2684,776,226,172,20,0
SAO PAULO,CAMPINAS,1031878,801129,172623,34543,19257,4326,0
SAO PAULO,CAMPO LIMPO PAULISTA,57598,43027,12399,1275,855,42,0
SAO PAULO,CAMPOS DO JORDAO,45483,33337,10362,1179,553,52,0
SAO PAULO,CAMPOS NOVOS PAULISTA,3194,2096,692,267,137,2,0
SAO PAULO,CANANEIA,5172,3350,1467,151,199,5,0
SAO PAULO,CANAS,2657,1819,580,183,75,0,0
SAO PAULO,CANDIDO MOTA,25083,16536,5624,1681,1201,41,0
SAO PAULO,CANDIDO RODRIGUES,2325,1694,324,187,115,5,0
SAO PAULO,CANITAR,3154,2166,680,147,161,0,0
SAO PAULO,CAPAO BONITO,33324,19827,10158,2062,1235,42,0
SAO PAULO,CAPELA DO ALTO,16789,10919,4402,1004,434,30,0
SAO PAULO,CAPIVARI,43877,30298,9815,2281,1408,75,0
SAO PAULO,CARAGUATATUBA,92660,61606,26101,2644,2264,45,0
SAO PAULO,CARAPICUIBA,239668,171404,59653,6446,1989,175,1
SAO PAULO,CARDOSO,9220,6389,1800,363,655,13,0
SAO PAULO,CASA BRANCA,22971,15095,6361,963,497,55,0
SAO PAULO,CASSIA DOS COQUEIROS,1945,1607,206,73,56,3,0
SAO PAULO,CASTILHO,13170,8140,3398,696,920,16,0
SAO PAULO,CATANDUVA,123813,75759,36679,5213,5901,261,0
SAO PAULO,CATIGUA,4918,3506,854,230,319,9,0
SAO PAULO,CEDRAL,9465,6752,1787,439,477,10,0
SAO PAULO,CERQUEIRA CESAR,15651,11019,2860,903,835,34,0
SAO PAULO,CERQUILHO,38054,26551,8215,1695,1510,83,0
SAO PAULO,CESARIO LANGE,15809,10918,3813,664,392,22,0
SAO PAULO,CHARQUEADA,12459,8731,2226,759,729,14,0
