state,municipality,total_fleet,CARRO,MOTO,PESADO,IMPLEMENTO,NAO_CLASSIFICADO,OUTRO
BAHIA,SENHOR DO BONFIM,34818,16875,15427,1472,1023,21,0
BAHIA,SENTO SE,4999,1702,3093,155,48,1,0
BAHIA,SERRA DO RAMALHO,8828,3519,4877,355,77,0,0
BAHIA,SERRA DOURADA,4881,1769,2810,219,82,1,0
BAHIA,SERRA PRETA,5117,2526,2195,259,135,2,0
BAHIA,SERRINHA,44111,19761,21714,1691,835,110,0
BAHIA,SERROLANDIA,4766,2046,2378,222,119,1,0
BAHIA,SIMOES FILHO,53892,29147,14919,6256,3519,51,0
BAHIA,SITIO DO MATO,2115,825,1141,110,39,0,0
BAHIA,SITIO DO QUINTO,3322,931,2314,55,22,0,0
BAHIA,SOBRADINHO,7139,3606,3186,259,81,7,0
BAHIA,SOUTO SOARES,4943,2988,1321,348,284,2,0
BAHIA,TABOCAS DO BREJO VELHO,2897,1194,1555,99,49,0,0
BAHIA,TANHACU,8581,4445,3393,650,90,3,0
BAHIA,TANQUE NOVO,6872,3728,2030,673,440,1,0
BAHIA,TANQUINHO,1948,833,915,106,92,2,0
BAHIA,TAPEROA,5187,2508,2340,275,56,8,0
BAHIA,TAPIRAMUTA,2844,1819,839,116,70,0,0
BAHIA,TEIXEIRA DE FREITAS,89152,41691,40103,3498,3828,32,0
BAHIA,TEODORO SAMPAIO,1167,643,437,63,24,0,0
BAHIA,TEOFILANDIA,7016,3316,3312,273,96,19,0
BAHIA,TEOLANDIA,4407,2126,1891,347,43,0,0
BAHIA,TERRA NOVA,2033,1119,775,94,42,3,0
BAHIA,TREMEDAL,3883,2099,1526,215,43,0,0
BAHIA,TUCANO,19034,7303,10568,748,407,8,0
BAHIA,UAUA,7286,4211,2586,397,91,1,0
BAHIA,UBAIRA,6030,2957,2724,286,58,5,0
BAHIA,UBAITABA,7216,3927,2891,294,96,8,0
BAHIA,UBATA,5632,2789,2493,279,63,8,0
BAHIA,UIBAI,4224,2391,1689,113,27,4,0
BAHIA,UMBURANAS,2973,1782,983,160,48,0,0
BAHIA,UNA,5179,2360,2298,457,62,2,0
BAHIA,URANDI,7622,4403,2856,282,78,3,0
BAHIA,URUCUCA,6344,3335,2685,211,108,5,0
BAHIA,UTINGA,4149,2339,1590,139,78,3,0
BAHIA,VALENCA,37584,16979,18274,1795,503,33,0
BAHIA,VALENTE,9433,5751,2930,417,328,7,0
BAHIA,VARZEA DA ROCA,4255,1894,2107,165,88,1,0
BAHIA,VARZEA DO POCO,3220,1402,1511,239,66,2,0
BAHIA,VARZEA NOVA,3929,2310,1346,189,78,6,0
BAHIA,VARZEDO,3168,1225,1629,245,69,0,0
BAHIA,VERA CRUZ,9718,5061,3875,545,231,6,0
BAHIA,VEREDA,1778,679,1041,28,30,0,0
BAHIA,VITORIA DA CONQUISTA,208855,115747,74854,11662,6456,135,1
BAHIA,WAGNER,1633,997,482,100,54,0,0
BAHIA,WANDERLEY,3445,1453,1699,199,94,0,0
BAHIA,WENCESLAU GUIMARAES,5759,2645,2782,274,57,1,0
BAHIA,XIQUE-XIQUE,12732,5023,7163,373,165,8,0
CEARA,ABAIARA,3576,1105,2255,99,115,2,0
CEARA,ACARAPE,4181,1819,2078,195,84,5,0
CEARA,ACARAU,23588,8022,14856,523,179,8,0
CEARA,ACOPIARA,21402,6082,14453,681,168,18,0
CEARA,AIUABA,3842,914,2835,62,30,1,0
CEARA,ALCANTARAS,5393,1327,3928,119,16,3,0
CEARA,ALTANEIRA,2322,715,1522,67,16,2,0
CEARA,ALTO SANTO,5634,1517,3801,231,74,11,0
CEARA,AMONTADA,12683,4117,7964,441,156,5,0
CEARA,ANTONINA DO NORTE,3247,993,2091,110,51,2,0
CEARA,APUIARES,5272,1572,3448,171,78,3,0
CEARA,AQUIRAZ,35057,17916,14730,1497,884,30,0
CEARA,ARACATI,31208,12793,16644,1161,554,56,0
CEARA,ARACOIABA,8832,3260,5197,254,117,4,0
CEARA,ARARENDA,4349,1119,3064,152,13,1,0
CEARA,ARARIPE,8595,3053,5099,355,81,7,0
CEARA,ARATUBA,4328,1299,2867,149,13,0,0
CEARA,ARNEIROZ,2456,623,1749,65,19,0,0
CEARA,ASSARE,8526,2417,5733,280,93,3,0
CEARA,AURORA,7619,2353,4957,234,70,5,0
CEARA,BAIXIO,1834,737,998,82,16,1,0
CEARA,BANABUIU,5846,2039,3476,286,42,3,0
CEARA,BARBALHA,30510,12477,16524,941,544,24,0
CEARA,BARREIRA,9968,4031,5427,303,202,5,0
CEARA,BARRO,6333,2452,3500,220,156,5,0
CEARA,BARROQUINHA,4090,1242,2633,182,33,0,0
CEARA,BATURITE,14477,4819,9120,365,150,23,0
CEARA,BEBERIBE,19305,10008,7694,976,602,25,0
CEARA,BELA CRUZ,10230,3275,6543,324,82,6,0
CEARA,BOA VIAGEM,27197,7076,18929,923,247,22,0
CEARA,BREJO SANTO,27130,9867,15849,953,438,23,0
CEARA,CAMOCIM,24921,8011,16179,464,250,17,0
CEARA,CAMPOS SALES,14262,4042,9526,479,193,22,0
CEARA,CANINDE,37984,11254,25024,1286,399,21,0
CEARA,CAPISTRANO,5678,1963,3531,124,58,2,0
CEARA,CARIDADE,6113,1982,3855,178,93,5,0
CEARA,CARIRE,6392,1841,4320,166,65,0,0
CEARA,CARIRIACU,10973,3546,7048,241,129,9,0
CEARA,CARIUS,5725,1545,4000,138,41,1,0
CEARA,CARNAUBAL,6388,2479,3704,156,45,4,0
CEARA,CASCAVEL,30169,14733,13720,1109,566,41,0
CEARA,CATARINA,4753,1301,3342,93,15,2,0
CEARA,CATUNDA,3127,951,2067,88,20,1,0
CEARA,CAUCAIA,140039,70508,62022,4265,3038,206,0
CEARA,CEDRO,10561,2842,7365,260,81,13,0
CEARA,CHAVAL,3084,695,2284,86,18,1,0
CEARA,CHORO,3749,1021,2518,195,12,3,0
CEARA,CHOROZINHO,8616,4392,3596,362,257,9,0
CEARA,COREAU,7829,2220,5257,277,69,6,0
CEARA,CRATEUS,41760,13275,27050,1042,329,64,0
CEARA,CRATO,69879,29621,36977,2230,919,132,0
CEARA,CROATA,7008,2557,4241,171,33,6,0
CEARA,CRUZ,14996,6037,8122,665,166,6,0
CEARA,DEPUTADO IRAPUAN PINHEIRO,3687,900,2704,61,22,0,0
CEARA,ERERE,1161,224,908,23,5,1,0
CEARA,EUSEBIO,44433,27823,11623,3066,1893,28,0
CEARA,FARIAS BRITO,6066,1839,3953,238,30,6,0
CEARA,FORQUILHA,9872,2702,6678,360,130,2,0
CEARA,FORTALEZA,1356916,827003,451019,40514,34436,3944,0
CEARA,FORTIM,6346,3000,3050,161,132,3,0
CEARA,FRECHEIRINHA,7693,1832,5541,228,90,2,0
CEARA,GENERAL SAMPAIO,2054,679,1290,61,22,2,0
CEARA,GRACA,5390,1153,4111,102,23,1,0
CEARA,GRANJA,14799,4440,9539,662,155,3,0
CEARA,GRANJEIRO,1057,404,611,31,11,0,0
CEARA,GROAIRAS,6256,1529,4499,175,50,3,0
CEARA,GUAIUBA,6388,2561,3513,239,74,1,0
CEARA,GUARACIABA DO NORTE,22390,8528,12790,827,232,13,0
CEARA,GUARAMIRANGA,2556,855,1609,66,25,1,0
CEARA,HIDROLANDIA,7356,1944,5094,268,48,2,0
CEARA,HORIZONTE,33887,15659,16323,1202,679,24,0
CEARA,IBARETAMA,3749,1323,2200,193,32,1,0
CEARA,IBIAPINA,11332,4339,6567,343,78,5,0
CEARA,IBICUITINGA,4745,1559,2877,207,99,3,0
CEARA,ICAPUI,8466,1694,6447,266,54,5,0
CEARA,ICO,31173,7819,22325,779,225,25,0
CEARA,IGUATU,65559,20569,42006,1894,1006,84,0
CEARA,INDEPENDENCIA,13023,3592,8949,365,97,20,0
CEARA,IPAPORANGA,4766,1082,3592,80,9,3,0
CEARA,IPAUMIRIM,9277,4480,4238,421,114,24,0
CEARA,IPU,19418,6197,12439,603,163,16,0
CEARA,IPUEIRAS,14214,4182,9671,255,88,18,0
CEARA,IRACEMA,6377,1213,4976,140,40,8,0
CEARA,IRAUCUBA,7296,2058,4920,271,45,2,0
CEARA,ITAICABA,4104,1258,2709,68,66,3,0
CEARA,ITAITINGA,24455,10581,11773,1383,709,9,0
CEARA,ITAPAJE,21797,6314,14612,623,226,22,0
CEARA,ITAPIPOCA,53968,16804,34970,1541,610,43,0
CEARA,ITAPIUNA,5298,1894,3157,199,44,4,0
CEARA,ITAREMA,12574,5271,6859,338,104,2,0
CEARA,ITATIRA,6826,2486,3945,331,62,2,0
CEARA,JAGUARETAMA,7396,2046,5022,263,56,9,0
CEARA,JAGUARIBARA,5713,1624,3806,198,81,4,0
CEARA,JAGUARIBE,18156,5047,11997,745,347,20,0
CEARA,JAGUARUANA,15603,3882,11045,479,185,12,0
CEARA,JARDIM,11951,4301,7151,396,92,11,0
CEARA,JATI,3739,1679,1599,395,60,6,0
CEARA,JIJOCA DE JERICOACOARA,13534,5579,7633,209,112,1,0
CEARA,JUAZEIRO DO NORTE,162025,66997,88464,3560,2790,214,0
CEARA,JUCAS,9199,2187,6693,227,88,4,0
CEARA,LAVRAS DA MANGABEIRA,9478,2824,6258,281,102,13,0
CEARA,LIMOEIRO DO NORTE,41627,13364,25646,1592,966,59,0
CEARA,MADALENA,6344,1945,4061,276,61,1,0
CEARA,MARACANAU,104034,52081,43219,5237,3322,175,0
CEARA,MARANGUAPE,37864,18614,17136,1428,619,67,0
CEARA,MARCO,10720,3774,6154,561,231,0,0
CEARA,MARTINOPOLE,3190,879,2213,80,18,0,0
CEARA,MASSAPE,13505,3345,9662,406,83,9,0
CEARA,MAURITI,16659,5719,10286,458,191,5,0
CEARA,MERUOCA,5870,1488,4191,158,31,2,0
CEARA,MILAGRES,9628,3757,5297,322,234,18,0
CEARA,MILHA,6716,1663,4854,155,39,5,0
CEARA,MIRAIMA,3153,860,2213,64,15,1,0
CEARA,MISSAO VELHA,17555,6163,9758,523,1096,15,0
CEARA,MOMBACA,16721,5020,11120,457,106,18,0
CEARA,MONSENHOR TABOSA,7547,1960,5404,140,37,6,0
CEARA,MORADA NOVA,33919,11206,20823,1266,589,35,0
CEARA,MORAUJO,2935,857,2003,64,10,1,0
CEARA,MORRINHOS,7165,2493,4386,226,58,2,0
CEARA,MUCAMBO,5910,1418,4344,104,38,6,0
CEARA,MULUNGU,3399,1028,2231,113,26,1,0
CEARA,NOVA OLINDA,5848,1890,3637,228,90,3,0
CEARA,NOVA RUSSAS,15556,4640,10399,380,115,22,0
CEARA,NOVO ORIENTE,15624,4072,11231,219,85,17,0
CEARA,OCARA,9692,3908,5244,369,165,6,0
CEARA,OROS,8233,2373,5553,233,68,6,0
CEARA,PACAJUS,34911,16810,15786,1306,964,45,0
CEARA,PACATUBA,27018,12950,12700,786,560,22,0
CEARA,PACOTI,4306,1287,2834,141,39,5,0
CEARA,PACUJA,2280,577,1607,61,32,3,0
CEARA,PALHANO,5010,1501,3251,159,95,4,0
CEARA,PALMACIA,2670,857,1705,84,22,2,0
CEARA,PARACURU,14013,6789,6512,429,278,5,0
CEARA,PARAIPABA,12706,4840,7045,566,248,7,0
CEARA,PARAMBU,13903,3614,9843,348,90,8,0
CEARA,PARAMOTI,3792,1176,2428,157,29,2,0
CEARA,PEDRA BRANCA,19505,4993,13629,744,125,14,0
CEARA,PENAFORTE,4401,1669,2429,239,61,3,0
CEARA,PENTECOSTE,16704,5331,10625,524,208,16,0
CEARA,PEREIRO,12002,4325,7363,256,53,5,0
CEARA,PINDORETAMA,8332,4176,3626,321,200,9,0
CEARA,PIQUET CARNEIRO,5504,1530,3784,115,74,1,0
CEARA,PIRES FERREIRA,2998,886,2033,73,6,0,0
CEARA,PORANGA,4755,1322,3335,81,15,2,0
CEARA,PORTEIRAS,6093,2217,3319,495,59,3,0
CEARA,POTENGI,3022,921,1979,77,40,5,0
CEARA,POTIRETAMA,2061,464,1504,80,12,1,0
CEARA,QUITERIANOPOLIS,9249,2115,6935,146,41,12,0
CEARA,QUIXADA,41995,14328,25727,1241,655,44,0
CEARA,QUIXELO,7434,1741,5477,184,30,2,0
CEARA,QUIXERAMOBIM,36063,10988,23540,1095,408,32,0
CEARA,QUIXERE,12779,3388,8567,511,304,9,0
CEARA,REDENCAO,10293,3928,5735,430,181,19,0
CEARA,RERIUTABA,7535,2208,4879,343,102,3,0
CEARA,RUSSAS,47156,13328,30682,1964,1130,52,0
CEARA,SABOEIRO,4773,1213,3434,86,38,2,0
CEARA,SALITRE,4021,1414,2259,310,35,3,0
CEARA,SANTA QUITERIA,18299,5385,12036,525,340,13,0
CEARA,SANTANA DO ACARAU,9605,2533,6619,380,70,3,0
CEARA,SANTANA DO CARIRI,4850,1738,2880,189,41,2,0
CEARA,SAO BENEDITO,25056,9503,14292,997,250,14,0
CEARA,SAO GONCALO DO AMARANTE,22919,10716,10298,1065,814,26,0
CEARA,SAO JOAO DO JAGUARIBE,3930,1008,2774,80,58,10,0
CEARA,SAO LUIS DO CURU,4047,1483,2295,136,120,13,0
CEARA,SENADOR POMPEU,11379,3148,7724,377,123,7,0
CEARA,SENADOR SA,2085,700,1292,72,18,3,0
CEARA,SOBRAL,121598,41442,74936,3284,1766,170,0
CEARA,SOLONOPOLE,8314,2234,5828,190,52,10,0
CEARA,TABULEIRO DO NORTE,24656,5904,15907,1543,1277,25,0
CEARA,TAMBORIL,10195,2916,6962,244,61,12,0
CEARA,TARRAFAS,2997,684,2226,68,18,1,0
CEARA,TAUA,32650,9330,21984,966,336,34,0
CEARA,TEJUCUOCA,4940,1605,3134,174,24,3,0
CEARA,TIANGUA,53747,21348,28682,2530,1151,36,0
CEARA,TRAIRI,17389,6645,9848,625,267,4,0
CEARA,TURURU,5261,1890,3190,133,45,3,0
CEARA,UBAJARA,16951,6427,9777,538,201,8,0
CEARA,UMARI,1623,615,918,71,18,1,0
CEARA,UMIRIM,4679,1783,2655,173,65,3,0
CEARA,URUBURETAMA,6632,1534,4869,176,48,5,0
CEARA,URUOCA,4596,1265,3000,238,92,1,0
CEARA,VARJOTA,9867,3152,6341,256,112,6,0
CEARA,VARZEA ALEGRE,20254,5620,13937,486,201,10,0
CEARA,VICOSA DO CEARA,25015,7882,16131,836,162,4,0
DISTRITO FEDERAL,BRASILIA,2295890,1874278,318040,58206,36332,9033,1
ESPIRITO SANTO,AFONSO CLAUDIO,27796,13902,12232,1332,317,13,0
ESPIRITO SANTO,AGUA DOCE DO NORTE,8522,3864,4174,378,102,4,0
ESPIRITO SANTO,AGUIA BRANCA,8536,3441,4427,529,130,9,0
ESPIRITO SANTO,ALEGRE,18451,11070,6530,594,249,8,0
ESPIRITO SANTO,ALFREDO CHAVES,13146,6753,4475,1191,725,2,0
ESPIRITO SANTO,ALTO RIO NOVO,5540,2764,2438,266,71,1,0
ESPIRITO SANTO,ANCHIETA,19108,11616,5674,1141,672,5,0
ESPIRITO SANTO,APIACA,6089,4109,1569,301,110,0,0
ESPIRITO SANTO,ARACRUZ,63965,37992,18097,3972,3867,37,0
ESPIRITO SANTO,ATILIO VIVACQUA,7440,3813,3044,436,141,6,0
ESPIRITO SANTO,BAIXO GUANDU,29614,16793,10841,1209,763,8,0
ESPIRITO SANTO,BARRA DE SAO FRANCISCO,35488,18417,14923,1366,767,15,0
ESPIRITO SANTO,BOA ESPERANCA,9800,4313,4841,485,158,3,0
ESPIRITO SANTO,BOM JESUS DO NORTE,18358,12890,4569,597,300,2,0
ESPIRITO SANTO,BREJETUBA,11241,5989,4421,730,98,3,0
ESPIRITO SANTO,CACHOEIRO DE ITAPEMIRIM,145453,88138,44319,9241,3604,151,0
ESPIRITO SANTO,CARIACICA,225591,135449,64463,14778,10571,330,0
ESPIRITO SANTO,CASTELO,34386,18605,12083,2829,859,10,0
ESPIRITO SANTO,COLATINA,91782,51977,32654,4803,2262,86,0
ESPIRITO SANTO,CONCEICAO DA BARRA,13555,8040,4143,758,608,6,0
ESPIRITO SANTO,CONCEICAO DO CASTELO,11070,6597,3510,724,233,6,0
ESPIRITO SANTO,DIVINO DE SAO LOURENCO,3691,2111,1376,176,28,0,0
ESPIRITO SANTO,DOMINGOS MARTINS,34633,18913,12765,2303,631,21,0
ESPIRITO SANTO,DORES DO RIO PRETO,9096,6732,1810,390,163,1,0
ESPIRITO SANTO,ECOPORANGA,13558,6180,6664,533,176,5,0
ESPIRITO SANTO,FUNDAO,11074,7124,2806,732,402,10,0
ESPIRITO SANTO,GOVERNADOR LINDENBERG,10076,4226,5076,584,190,0,0
ESPIRITO SANTO,GUACUI,27334,18392,7302,1172,455,13,0
ESPIRITO SANTO,GUARAPARI,103836,70745,27537,3131,2371,52,0
ESPIRITO SANTO,IBATIBA,28069,16874,9510,1372,310,3,0
ESPIRITO SANTO,IBIRACU,7825,4652,1789,841,533,10,0
ESPIRITO SANTO,IBITIRAMA,7784,4196,3111,404,73,0,0
ESPIRITO SANTO,ICONHA,14818,7070,4916,1258,1567,7,0
ESPIRITO SANTO,IRUPI,13312,7990,4638,568,113,3,0
ESPIRITO SANTO,ITAGUACU,10310,4931,4663,578,134,4,0
ESPIRITO SANTO,ITAPEMIRIM,24402,12854,10132,968,443,5,0
ESPIRITO SANTO,ITARANA,10036,5103,4014,793,119,7,0
ESPIRITO SANTO,IUNA,23453,13427,8615,1048,341,22,0
ESPIRITO SANTO,JAGUARE,22678,10213,10818,1031,612,4,0
ESPIRITO SANTO,JERONIMO MONTEIRO,7670,4102,3229,224,113,2,0
ESPIRITO SANTO,JOAO NEIVA,10099,6500,2448,638,503,10,0
ESPIRITO SANTO,LARANJA DA TERRA,10367,4179,5441,576,166,5,0
ESPIRITO SANTO,LINHARES,116896,65590,38520,6737,5998,51,0
ESPIRITO SANTO,MANTENOPOLIS,10100,6019,3520,453,107,1,0
ESPIRITO SANTO,MARATAIZES,30676,17531,11227,1309,606,3,0
ESPIRITO SANTO,MARECHAL FLORIANO,16463,9244,5296,1360,543,20,0
ESPIRITO SANTO,MARILANDIA,11592,5049,5567,720,252,4,0
ESPIRITO SANTO,MIMOSO DO SUL,17189,9576,6605,692,309,7,0
ESPIRITO SANTO,MONTANHA,12048,6934,4254,612,246,2,0
ESPIRITO SANTO,MUCURICI,3227,1990,1000,172,65,0,0
ESPIRITO SANTO,MUNIZ FREIRE,13988,7446,5815,607,113,7,0
ESPIRITO SANTO,MUQUI,9505,5411,3625,337,122,10,0
ESPIRITO SANTO,NOVA VENECIA,36667,17701,16327,1925,701,13,0
ESPIRITO SANTO,PANCAS,12537,5979,5819,584,142,13,0
ESPIRITO SANTO,PEDRO CANARIO,14496,7929,4495,1483,582,7,0
ESPIRITO SANTO,PINHEIROS,13189,6798,5430,768,191,2,0
ESPIRITO SANTO,PIUMA,18288,11792,5523,553,415,5,0
ESPIRITO SANTO,PONTO BELO,3718,2050,1460,158,49,1,0
ESPIRITO SANTO,PRESIDENTE KENNEDY,11541,6378,4131,662,365,5,0
ESPIRITO SANTO,RIO BANANAL,20809,8670,10341,1317,478,3,0
ESPIRITO SANTO,RIO NOVO DO SUL,9140,4335,3898,627,276,4,0
ESPIRITO SANTO,SANTA LEOPOLDINA,9084,4328,3916,731,102,7,0
ESPIRITO SANTO,SANTA MARIA DE JETIBA,50437,23799,19149,5207,2257,25,0
ESPIRITO SANTO,SANTA TERESA,21394,11661,8094,1286,335,18,0
ESPIRITO SANTO,SAO DOMINGOS DO NORTE,7503,3291,3372,597,242,1,0
ESPIRITO SANTO,SAO GABRIEL DA PALHA,30719,12852,15786,1599,473,9,0
ESPIRITO SANTO,SAO JOSE DO CALCADO,7042,4473,2308,198,59,4,0
ESPIRITO SANTO,SAO MATEUS,81259,46382,29163,3052,2637,25,0
ESPIRITO SANTO,SAO ROQUE DO CANAA,9151,3902,4522,583,140,4,0
ESPIRITO SANTO,SERRA,296894,198491,65933,19190,12846,434,0
ESPIRITO SANTO,SOORETAMA,15230,7907,5918,841,561,3,0
ESPIRITO SANTO,VARGEM ALTA,15953,9313,5197,1064,377,2,0
ESPIRITO SANTO,VENDA NOVA DO IMIGRANTE,24274,15615,6433,1473,719,34,0
ESPIRITO SANTO,VIANA,44891,23996,11612,5201,4034,48,0
ESPIRITO SANTO,VILA PAVAO,7877,2977,4475,366,59,0,0
ESPIRITO SANTO,VILA VALERIO,15393,5921,8292,967,207,6,0
ESPIRITO SANTO,VILA VELHA,293852,205535,68150,9857,9915,395,0
ESPIRITO SANTO,VITORIA,227171,174398,36724,8720,6796,533,0
GOIAS,ABADIA DE GOIAS,8730,4986,2601,488,650,5,0
GOIAS,ABADIANIA,8796,5518,2019,637,611,11,0
GOIAS,ACREUNA,16565,9064,4761,1163,1560,17,0
GOIAS,ADELANDIA,1637,963,497,65,111,1,0
GOIAS,AGUA FRIA DE GOIAS,1539,946,331,131,131,0,0
GOIAS,AGUA LIMPA,1108,747,251,39,65,6,0
GOIAS,AGUAS LINDAS DE GOIAS,52107,25428,12061,2963,11629,26,0
GOIAS,ALEXANIA,17387,10855,4222,892,1385,33,0
GOIAS,ALOANDIA,1531,810,561,59,93,8,0
GOIAS,ALTO HORIZONTE,4016,2116,1325,281,291,3,0
GOIAS,ALTO PARAISO DE GOIAS,3942,2503,931,180,322,6,0
GOIAS,ALVORADA DO NORTE,5394,3237,1445,277,433,2,0
GOIAS,AMARALINA,1120,559,457,52,51,1,0
GOIAS,AMERICANO DO BRASIL,3933,2106,1380,179,259,9,0
GOIAS,AMORINOPOLIS,2003,1096,674,86,141,6,0
GOIAS,ANAPOLIS,347073,215570,93362,16994,20302,845,0
GOIAS,ANHANGUERA,647,459,140,18,30,0,0
GOIAS,ANICUNS,15918,9305,4615,749,1213,36,0
GOIAS,APARECIDA DE GOIANIA,409690,223534,148190,13716,23722,528,0
GOIAS,APARECIDA DO RIO DOCE,1968,1186,430,198,147,7,0
GOIAS,APORE,2556,1568,521,244,222,1,0
GOIAS,ARACU,2775,1672,806,82,212,3,0
GOIAS,ARAGARCAS,18617,9773,6967,641,1218,18,0
GOIAS,ARAGOIANIA,7241,4230,2365,229,405,12,0
GOIAS,ARAGUAPAZ,4919,2437,1783,221,474,4,0
GOIAS,ARENOPOLIS,1580,916,479,72,110,3,0
GOIAS,ARUANA,4606,2114,1836,185,462,9,0
GOIAS,AURILANDIA,1987,1175,613,76,114,9,0
GOIAS,AVELINOPOLIS,1759,1061,498,79,116,5,0
GOIAS,BALIZA,623,346,190,42,45,0,0
GOIAS,BARRO ALTO,7276,4263,1559,744,706,4,0
GOIAS,BELA VISTA DE GOIAS,24779,13261,8755,1141,1576,46,0
GOIAS,BOM JARDIM DE GOIAS,5337,2414,2035,335,548,5,0
GOIAS,BOM JESUS,20363,10855,6135,1414,1913,46,0
GOIAS,BONFINOPOLIS,5439,3168,1859,158,247,7,0
GOIAS,BONOPOLIS,1419,598,677,72,71,1,0
GOIAS,BRAZABRANTES,2093,1209,627,116,139,2,0
GOIAS,BRITANIA,4071,2236,1240,213,373,9,0
GOIAS,BURITI ALEGRE,7760,5035,1530,513,650,32,0
GOIAS,BURITI DE GOIAS,2280,1273,755,56,192,4,0
GOIAS,BURITINOPOLIS,1387,817,433,66,71,0,0
GOIAS,CABECEIRAS,3844,2469,867,285,218,5,0
GOIAS,CACHOEIRA ALTA,7253,4480,1950,409,401,13,0
GOIAS,CACHOEIRA DE GOIAS,774,489,190,24,68,3,0
GOIAS,CACHOEIRA DOURADA,5472,3128,1306,557,475,6,0
GOIAS,CACU,10769,6417,2542,729,1055,26,0
GOIAS,CAIAPONIA,11667,6756,3084,713,1105,9,0
GOIAS,CALDAS NOVAS,85711,42069,38121,1621,3752,148,0
GOIAS,CALDAZINHA,2918,1587,1083,102,138,8,0
GOIAS,CAMPESTRE DE GOIAS,2209,1190,762,90,164,3,0
GOIAS,CAMPINACU,2054,1100,781,91,82,0,0
GOIAS,CAMPINORTE,9630,5311,3074,460,771,14,0
GOIAS,CAMPO ALEGRE DE GOIAS,4670,2917,1029,404,307,13,0
GOIAS,CAMPO LIMPO DE GOIAS,4675,2792,1298,365,216,4,0
GOIAS,CAMPOS BELOS,15300,8309,5787,618,581,5,0
GOIAS,CAMPOS VERDES,2297,1178,978,72,66,3,0
GOIAS,CARMO DO RIO VERDE,6618,3365,2424,337,482,10,0
GOIAS,CASTELANDIA,2049,1139,537,175,195,3,0
GOIAS,CATALAO,108307,66000,30045,4688,7374,200,0
GOIAS,CATURAI,3369,2110,941,91,217,10,0
GOIAS,CAVALCANTE,2848,1663,1013,94,78,0,0
GOIAS,CERES,24736,12514,10005,855,1233,129,0
GOIAS,CEZARINA,6101,3464,1751,421,455,10,0
GOIAS,CHAPADAO DO CEU,10784,5442,2405,1078,1856,3,0
GOIAS,CIDADE OCIDENTAL,16298,9189,4727,772,1589,21,0
GOIAS,COCALZINHO DE GOIAS,7222,4655,1526,456,576,9,0
GOIAS,COLINAS DO SUL,1136,716,289,54,76,1,0
GOIAS,CORREGO DO OURO,1526,875,502,48,98,3,0
GOIAS,CORUMBA DE GOIAS,5893,3484,1915,241,241,12,0
GOIAS,CORUMBAIBA,6028,3507,1805,296,407,13,0
GOIAS,CRISTALINA,40329,24967,8168,3729,3430,35,0
GOIAS,CRISTIANOPOLIS,2624,1648,625,139,199,13,0
GOIAS,CRIXAS,12071,6815,4192,371,678,15,0
GOIAS,CROMINIA,2799,1725,781,126,158,9,0
GOIAS,CUMARI,1919,1235,528,66,89,1,0
GOIAS,DAMIANOPOLIS,1558,938,486,72,59,3,0
GOIAS,DAMOLANDIA,2293,1270,782,92,143,6,0
GOIAS,DAVINOPOLIS,1208,829,257,63,58,1,0
GOIAS,DIORAMA,1299,652,506,45,93,3,0
GOIAS,DIVINOPOLIS DE GOIAS,1358,790,413,87,67,1,0
GOIAS,DOVERLANDIA,6054,2965,2390,347,345,7,0
GOIAS,EDEALINA,2741,1585,748,204,199,5,0
GOIAS,EDEIA,9184,5137,2703,513,816,15,0
GOIAS,ESTRELA DO NORTE,2299,1066,1044,75,113,1,0
GOIAS,FAINA,3516,2009,1097,160,245,5,0
GOIAS,FAZENDA NOVA,3999,1811,1883,88,208,9,0
GOIAS,FIRMINOPOLIS,8116,4579,2615,237,663,22,0
GOIAS,FLORES DE GOIAS,2126,1108,777,113,127,1,0
GOIAS,FORMOSA,91825,51322,24141,6317,9893,152,0
GOIAS,FORMOSO,3503,1620,1563,122,190,8,0
GOIAS,GAMELEIRA DE GOIAS,1772,1120,392,123,132,5,0
GOIAS,GOIANAPOLIS,10064,6129,2822,590,510,13,0
GOIAS,GOIANDIRA,3502,2403,842,91,157,9,0
GOIAS,GOIANESIA,63403,34611,21514,2729,4439,110,0
GOIAS,GOIANIA,1442915,919358,381330,47916,87914,6397,0
GOIAS,GOIANIRA,38553,21779,13170,973,2608,23,0
GOIAS,GOIAS,16466,9823,5175,456,953,59,0
GOIAS,GOIATUBA,33333,18084,10349,2133,2691,76,0
GOIAS,GOUVELANDIA,2304,1442,571,130,159,2,0
GOIAS,GUAPO,11929,6502,3938,574,905,10,0
GOIAS,GUARAITA,1444,703,566,53,122,0,0
GOIAS,GUARANI DE GOIAS,1695,871,700,71,52,1,0
GOIAS,GUARINOS,784,494,233,28,28,1,0
GOIAS,HEITORAI,2288,1222,828,81,152,5,0
GOIAS,HIDROLANDIA,19275,10005,5351,2516,1385,18,0
GOIAS,HIDROLINA,2052,1266,609,67,105,5,0
GOIAS,IACIARA,5343,2806,1974,340,220,3,0
